time height
1.3980085754175695 28.420907905286384
0.7141110083488954 67.40810002859229
1.6535450372279454 62.12447740162554
2.04174712632486 97.67672997395152
3.2472840080144145 121.9827090438956
3.055861303799251 119.46628617254191
4.090273021081623 121.73839047140994
3.561224725439395 119.19553774390326
4.085446954181424 122.65971733921022
5.339553570532041 141.27667862163995
5.881835428421122 142.39676317920947
7.134338632159125 143.13599755076663
6.43720957610325 115.90808015485779
7.626408633410243 148.6939283958427
7.911095041028195 122.1187283634225
7.419961124421717 72.42666897181516
8.34255295646648 47.52021331763183
9.042469963657448 45.67855631062443
10.272417844929338 53.1789438209982
10.159149435402547 16.979553496630572
