A B C
3.4791507049349613 8.660476915265784 0.0
4.725122198542531 4.642215200514096 0.0
1.994187461734276 9.531849896834657 0.0
1.9082476843113372 5.236288786899199 0.0
1.3600563535166668 0.42106156176584475 0.0
2.8569352689970318 1.1973914018732577 0.0
2.010234325033911 4.320187198265703 0.0
1.8949523911783932 2.8573300154861223 0.0
2.4665266584098635 7.65195769442251 0.0
0.3633029498769046 2.6381144977951934 0.0
-1.1532030428797193 -10.45772113292144 0.0
1.1228865151124476 5.036414754760937 0.0
1.8979929182504438 11.44956103428123 0.0
0.8343770371680074 1.2582061047927708 0.0
4.459552363733835 7.318366163082047 0.0
1.6169694526478555 1.5695650581815381 0.0
-2.3186035027835965 -2.319367599148291 0.0
0.784867460971371 -0.5816771822382729 0.0
3.803582901357676 6.064534296932374 0.0
0.20608775284303982 -0.6174035991852123 0.0
-1.849446946418472 -3.197371549366383 0.0
1.3228879213756974 -7.1136076028417 0.0
-0.09154579455137268 -1.116075049441609 0.0
0.4749649273266938 -4.760050916667266 0.0
-1.0896473527666033 -6.054608428327758 0.0
0.42823090198599534 -3.066295550781885 0.0
-0.9570734990516983 -0.8975341200338176 0.0
1.4663395022508392 0.7466970376075429 0.0
1.4279468432694893 1.2023066122181136 0.0
-0.1461651943910347 -1.6886636099424353 0.0
-0.18598484776512514 -1.8578466207321234 0.0
-1.9372012154337388 -2.066792019558137 0.0
0.73490373365932 1.903600898622353 0.0
-0.32205829160272215 -6.329945936842017 0.0
0.024893041825220674 -3.017609318164787 0.0
1.9822759626886775 4.1770719282270345 0.0
0.8633487444407242 6.397612682433536 0.0
0.6622173512509513 2.9809077543852247 0.0
-0.6675843254796692 -2.666639279970841 0.0
0.7097704227800703 -0.3911290256685429 0.0
0.7185432348664642 -4.410602377288032 0.0
-0.2564348924998514 3.5166220311043657 0.0
4.90513982009799 6.993511142269792 0.0
2.136020888913598 6.253616671615377 0.0
1.0050791250189754 -4.040494813022236 0.0
1.9625454200781962 -1.1465046731211141 0.0
2.3743613111514117 1.624550045607175 0.0
2.2290773454343316 2.3590926961013263 0.0
3.090435540007936 0.5084868328619956 0.0
1.6127011962094102 1.4387295243071674 0.0
1.5808070803070575 9.712200112893594 0.0
0.6781210440188989 -4.895871355019955 0.0
1.923079071001282 -4.759817503871795 0.0
-0.3420030105162788 -0.5993140074576961 0.0
4.917855989522195 9.035959792849605 0.0
4.186057400030462 8.96467853449793 0.0
2.240015814033538 -3.3739747928974815 0.0
1.6280326393195574 -0.423790520623782 0.0
1.9007589073558515 5.224877697175647 0.0
2.774183972080893 3.430888885023276 0.0
0.15012405802985462 2.991452298655268 0.0
2.8840887307170124 1.9160363708867352 0.0
0.033092191141892435 -2.018577757023993 0.0
2.655559179632221 -1.4763197691783723 0.0
2.2415533259869376 3.8426877524508916 0.0
0.7488361671969402 -2.5583902578277544 0.0
0.267382704786853 -1.9839726099264383 0.0
1.0615186504169927 -2.008340287281308 0.0
1.4156786146526916 3.605991690751923 0.0
0.17985127153463976 3.075913020263179 0.0
-0.1906982111488058 -5.7100535645640615 0.0
1.9293051949890394 1.5439292482306113 0.0
4.819262922458459 11.227280202515088 0.0
1.258150615239104 -3.362727778005854 0.0
-1.0391428759763475 -4.665273286813723 0.0
2.9161521983610568 0.18301082580863315 0.0
-0.8118750315609431 -2.036121178769148 0.0
0.11545281489999204 0.7655508349592451 0.0
1.029050210426339 6.2946616127284525 0.0
-0.8192341000769721 -3.929470453996549 0.0
2.6772098785750353 -1.7778431202963896 0.0
2.185534713035405 5.161395114037867 0.0
0.5840210309655941 -4.6595096547483 0.0
-1.9394674407457568 -2.946590830542675 0.0
2.724848462148056 6.144783020192456 0.0
2.4219851735038675 4.965791840179622 0.0
1.2202766057148242 4.975420308874323 0.0
0.6128075570209119 -3.7671667706623557 0.0
-0.7195065148220658 -2.3360644454607304 0.0
0.5004119131488145 -1.0145538366979152 0.0
-1.0042485301136952 -0.14734128684082703 0.0
-2.3222714993416362 -1.169317063655642 0.0
-0.1509040285296459 4.240278852349546 0.0
-0.19979804816152513 -3.886989610140774 0.0
1.9516933647940613 -2.7267980073697293 0.0
-0.16482531124203414 -4.783034392332494 0.0
-0.4042994314253181 1.178508465256124 0.0
1.3976010715578122 3.359762191918994 0.0
2.8393176588034685 4.1562556916618885 0.0
5.024543800005622 10.139225158873993 0.0
0.30003027172513663 -0.556318514636214 0.0
3.0177339701001897 5.653106749380594 0.0
-0.15123674251056962 4.310487742965141 0.0
0.11329178052666 1.1149640094220412 0.0
1.2052669289281845 2.2642667450030807 0.0
2.408038714100349 4.9191388103455616 0.0
1.3546577688897323 4.608847500290629 0.0
-0.5551905531489938 -3.0423304234107666 0.0
1.4218418987487988 0.8107411716177784 0.0
3.5295259790296316 10.978220363258025 0.0
-0.4937506510765943 -3.112344267684855 0.0
1.0312287123857335 -1.1898581895269005 0.0
-0.684992341170773 -5.815290923617661 0.0
1.4488512248727763 1.6204054193505104 0.0
0.04134105867737592 -1.5630254733650162 0.0
-1.1995204677314875 -5.132765872865458 0.0
0.8646063802476869 -1.5197820504593045 0.0
0.5895511584936285 -4.3350214785895185 0.0
