x,y,errors
-10.0,-101.01796099313094,1.0
-9.959919839679358,-78.42451512561877,1.0
-9.919839679358718,-82.58664993706768,1.0
-9.879759519038076,-96.19144602305379,1.0
-9.839679358717435,-69.70484516251426,1.0
-9.799599198396793,-91.44906754900639,1.0
-9.759519038076153,-85.42990491866301,1.0
-9.719438877755511,-93.49336974004943,1.0
-9.67935871743487,-81.64752057273986,1.0
-9.639278557114228,-91.7308082242468,1.0
-9.599198396793588,-99.42738840891546,1.0
-9.559118236472946,-79.16134281215619,1.0
-9.519038076152304,-71.96694539056267,1.0
-9.478957915831664,-87.94436422197606,1.0
-9.438877755511022,-98.98291209525206,1.0
-9.39879759519038,-90.38601692279023,1.0
-9.358717434869739,-90.8299912547348,1.0
-9.318637274549099,-81.60691879238449,1.0
-9.278557114228457,-87.04054805291477,1.0
-9.238476953907815,-86.88025078326423,1.0
-9.198396793587175,-94.1672136886394,1.0
-9.158316633266534,-98.56421078391375,1.0
-9.118236472945892,-115.15152450390991,1.0
-9.07815631262525,-88.96968674158003,1.0
-9.03807615230461,-90.88205619084398,1.0
-8.997995991983968,-95.96085199192437,1.0
-8.957915831663327,-93.49255357879333,1.0
-8.917835671342685,-90.09808964642914,1.0
-8.877755511022045,-100.137742568019,1.0
-8.837675350701403,-93.4099023936268,1.0
-8.797595190380761,-92.39702742364524,1.0
-8.75751503006012,-101.1602248750641,1.0
-8.71743486973948,-83.85067305860697,1.0
-8.677354709418838,-90.16411667669766,1.0
-8.637274549098196,-75.01722320744506,1.0
-8.597194388777556,-81.5019774057154,1.0
-8.557114228456914,-80.17508177039754,1.0
-8.517034068136272,-75.65500993618166,1.0
-8.47695390781563,-85.99945236843728,1.0
-8.43687374749499,-105.51928841553642,1.0
-8.396793587174349,-80.39859261125966,1.0
-8.356713426853707,-100.47371960110007,1.0
-8.316633266533067,-103.28780216710138,1.0
-8.276553106212425,-103.74445784037673,1.0
-8.236472945891784,-89.26586744427628,1.0
-8.196392785571142,-115.38014181282028,1.0
-8.156312625250502,-96.23646017971565,1.0
-8.11623246492986,-95.69911530068914,1.0
-8.076152304609218,-84.04501929393037,1.0
-8.036072144288577,-98.19454520030033,1.0
-7.9959919839679365,-97.05003794103415,1.0
-7.955911823647295,-103.18381285544396,1.0
-7.915831663326653,-73.12009015105649,1.0
-7.875751503006012,-87.56435659846143,1.0
-7.835671342685371,-72.80450460800714,1.0
-7.7955911823647295,-83.997888643342,1.0
-7.755511022044088,-107.69722756351146,1.0
-7.715430861723447,-89.19426148851873,1.0
-7.675350701402806,-89.40401998343428,1.0
-7.635270541082164,-88.35274951507779,1.0
-7.595190380761523,-82.81699566676566,1.0
-7.555110220440882,-90.66614542782843,1.0
-7.515030060120241,-83.08834340614368,1.0
-7.474949899799599,-89.89441655951394,1.0
-7.434869739478958,-86.42909683988917,1.0
-7.394789579158317,-90.12029560158696,1.0
-7.354709418837675,-96.5932580632051,1.0
-7.314629258517034,-91.7455059090635,1.0
-7.274549098196393,-92.40381185042801,1.0
-7.234468937875752,-89.45367315932495,1.0
-7.19438877755511,-79.97515423258498,1.0
-7.154308617234469,-99.4212751813547,1.0
-7.114228456913828,-94.96161472261464,1.0
-7.074148296593187,-104.38560774281967,1.0
-7.034068136272545,-77.94483449364752,1.0
-6.993987975951904,-97.98096570138989,1.0
-6.953907815631263,-91.62976990412587,1.0
-6.913827655310621,-91.89113269607029,1.0
-6.8737474949899795,-89.57116751811462,1.0
-6.833667334669339,-102.08335430488326,1.0
-6.793587174348698,-89.17619902759985,1.0
-6.753507014028056,-79.85204467953844,1.0
-6.713426853707415,-88.1823946335883,1.0
-6.673346693386774,-92.4977565299256,1.0
-6.6332665330661325,-84.08612582805138,1.0
-6.593186372745491,-91.63240059505115,1.0
-6.55310621242485,-86.30342949175817,1.0
-6.513026052104209,-68.80770868562371,1.0
