x,y,errors
-10.0,0.8322567484997467,1.0
-9.959919839679358,5.415948560233922,1.0
-9.919839679358718,10.493526969737017,1.0
-9.879759519038076,21.670399321997543,1.0
-9.839679358717435,30.908579011331025,1.0
-9.799599198396793,43.0635444387071,1.0
-9.759519038076153,57.20748971205301,1.0
-9.719438877755511,72.7478228530643,1.0
-9.67935871743487,86.59261067103066,1.0
-9.639278557114228,99.80336147909058,1.0
-9.599198396793588,113.97667784360698,1.0
-9.559118236472946,123.12390171030742,1.0
-9.519038076152304,133.08167998568055,1.0
-9.478957915831664,139.03711510063155,1.0
-9.438877755511022,144.65640028805115,1.0
-9.39879759519038,145.73231257753696,1.0
-9.358717434869739,147.16972385474597,1.0
-9.318637274549099,142.55245751275754,1.0
-9.278557114228457,138.78953394297034,1.0
-9.238476953907815,130.69179037536284,1.0
-9.198396793587175,121.0193377164591,1.0
-9.158316633266534,111.47765381319894,1.0
-9.118236472945892,98.97397482270449,1.0
-9.07815631262525,86.96590694814779,1.0
-9.03807615230461,77.48567411807231,1.0
-8.997995991983968,65.7208689970845,1.0
-8.957915831663327,54.087335500762094,1.0
-8.917835671342685,45.0794659567418,1.0
-8.877755511022045,35.68956309305719,1.0
-8.837675350701403,26.628837398704768,1.0
-8.797595190380761,18.726063589991384,1.0
-8.75751503006012,15.12901034567748,1.0
-8.71743486973948,11.016265114885025,1.0
-8.677354709418838,6.308656674379161,1.0
-8.637274549098196,4.555124666806071,1.0
-8.597194388777556,0.683618721481861,1.0
-8.557114228456914,0.6770177058669566,1.0
-8.517034068136272,1.1770766705333835,1.0
-8.47695390781563,-0.9107462853223613,1.0
-8.43687374749499,-1.3972785592304044,1.0
-8.396793587174349,-0.5735654426148162,1.0
-8.356713426853707,1.5419513386437922,1.0
-8.316633266533067,1.2510495527515348,1.0
-8.276553106212425,0.8620118314046415,1.0
-8.236472945891784,0.022132932329893967,1.0
-8.196392785571142,-1.0495308921019788,1.0
-8.156312625250502,0.4250490829324593,1.0
-8.11623246492986,1.528411103456102,1.0
-8.076152304609218,1.1957822085126,1.0
-8.036072144288577,2.0920024254295684,1.0
-7.9959919839679365,3.3379048784641503,1.0
-7.955911823647295,5.911049384461387,1.0
-7.915831663326653,3.846290976635126,1.0
-7.875751503006012,6.325154806728509,1.0
-7.835671342685371,6.669921181954081,1.0
-7.7955911823647295,7.322654174963052,1.0
-7.755511022044088,9.158761293669144,1.0
-7.715430861723447,7.694080677254936,1.0
-7.675350701402806,9.079849986237004,1.0
-7.635270541082164,7.942118555291353,1.0
-7.595190380761523,6.611017429744896,1.0
-7.555110220440882,2.4744583428481857,1.0
-7.515030060120241,3.625629013442824,1.0
-7.474949899799599,3.2745952187114593,1.0
-7.434869739478958,1.1022286166326887,1.0
-7.394789579158317,-1.083125293909735,1.0
-7.354709418837675,2.3155772810028536,1.0
-7.314629258517034,-1.0700943833695855,1.0
-7.274549098196393,0.5865063258784795,1.0
-7.234468937875752,4.290635140462264,1.0
-7.19438877755511,10.735533895379902,1.0
-7.154308617234469,15.725690331637587,1.0
-7.114228456913828,25.9993607031397,1.0
-7.074148296593187,33.912284117648724,1.0
-7.034068136272545,46.75260213963634,1.0
-6.993987975951904,57.990028460157575,1.0
-6.953907815631263,72.47633783480305,1.0
-6.913827655310621,87.475184885125,1.0
-6.8737474949899795,105.28903257916787,1.0
-6.833667334669339,117.89798406654053,1.0
-6.793587174348698,133.26627111866293,1.0
-6.753507014028056,147.22421448407695,1.0
-6.713426853707415,155.5940923063333,1.0
-6.673346693386774,167.729877962906,1.0
-6.6332665330661325,173.20720980768806,1.0
-6.593186372745491,177.54544030979008,1.0
-6.55310621242485,181.54144319609037,1.0
-6.513026052104209,180.01885843993284,1.0
-6.472945891783567,174.56589704764158,1.0
-6.432865731462925,171.3729650514662,1.0
-6.3927855711422845,159.72324058490273,1.0
-6.352705410821644,145.5440249018155,1.0
-6.312625250501002,132.36310647062928,1.0
-6.272545090180361,115.39781073279396,1.0
-6.23246492985972,99.98796959869075,1.0
-6.192384769539078,83.76933690591319,1.0
-6.152304609218437,68.27919477658455,1.0
-6.112224448897796,52.58162959465498,1.0
-6.072144288577155,38.36259247131271,1.0
-6.032064128256513,24.513120663167868,1.0
-5.991983967935872,15.61220316921596,1.0
-5.95190380761523,9.053678456160215,1.0
-5.9118236472945895,3.057476446822294,1.0
-5.871743486973948,-0.16540892647740624,1.0
-5.831663326653307,-0.5716941643866238,1.0
-5.791583166332665,2.6640157946200436,1.0
-5.751503006012024,7.14698869328021,1.0
-5.711422845691383,10.24273933101893,1.0
-5.671342685370742,16.52573593364177,1.0
-5.631262525050101,25.47512126251228,1.0
-5.591182364729459,32.42119500082487,1.0
-5.551102204408818,39.55906305460302,1.0
-5.511022044088176,46.98323382664419,1.0
-5.470941883767535,53.359456788763836,1.0
-5.430861723446894,56.726714857018536,1.0
-5.390781563126253,59.420495726583425,1.0
-5.350701402805611,61.28754696859096,1.0
-5.31062124248497,64.40133799167135,1.0
-5.270541082164329,63.49947908964552,1.0
-5.2304609218436875,62.53348111718554,1.0
-5.190380761523047,59.35958714538531,1.0
-5.150300601202405,56.14499652747622,1.0
-5.110220440881764,51.14408155025642,1.0
-5.070140280561122,45.444541657646994,1.0
-5.030060120240481,41.47848980107007,1.0
-4.98997995991984,35.103845944830134,1.0
-4.949899799599199,31.972682842750974,1.0
-4.909819639278557,25.399351621691892,1.0
-4.869739478957916,22.05628651463801,1.0
-4.829659318637275,18.15971964193839,1.0
-4.789579158316633,16.00094920819005,1.0
-4.7494989979959925,12.127600176543549,1.0
-4.709418837675351,10.284357149356735,1.0
-4.66933867735471,7.9951194141128505,1.0
-4.629258517034068,7.1406608091888115,1.0
-4.589178356713427,5.009026386808308,1.0
-4.5490981963927855,4.614365846465789,1.0
-4.509018036072145,4.29353576535943,1.0
-4.468937875751503,5.3257263184989725,1.0
-4.428857715430862,6.638576842426161,1.0
-4.388777555110221,6.872913778820205,1.0
-4.348697394789579,8.485953599211582,1.0
-4.308617234468938,9.946646336097514,1.0
-4.268537074148297,11.822394990405432,1.0
-4.228456913827656,14.299206018720904,1.0
-4.188376753507014,18.938741191724397,1.0
-4.148296593186373,21.154445140525976,1.0
-4.108216432865731,24.98735845303841,1.0
-4.0681362725450905,31.38052712658086,1.0
-4.028056112224449,34.43117517013294,1.0
-3.987975951903808,39.99837028056889,1.0
-3.947895791583167,48.13130296674366,1.0
-3.907815631262525,51.941410033512476,1.0
-3.8677354709418843,56.2244599426186,1.0
-3.8276553106212425,60.0086983065495,1.0
-3.7875751503006017,65.01582870131178,1.0
-3.74749498997996,65.75672585891319,1.0
-3.707414829659319,68.75541491358008,1.0
-3.6673346693386772,67.9150070364172,1.0
-3.6272545090180364,65.81036399453792,1.0
-3.5871743486973955,63.97853975044776,1.0
-3.5470941883767537,60.42858051150465,1.0
-3.507014028056113,55.40402044350938,1.0
-3.466933867735471,44.217468611066785,1.0
-3.42685370741483,36.72336615446888,1.0
-3.3867735470941884,30.628100927701553,1.0
-3.3466933867735476,24.716883561265277,1.0
-3.306613226452906,17.088410705186828,1.0
-3.266533066132265,8.327913312549772,1.0
-3.226452905811623,4.358101532019336,1.0
-3.1863727454909823,2.6672526141028707,1.0
-3.1462925851703414,-1.6912649056104325,1.0
-3.1062124248496996,1.3909006052817872,1.0
-3.0661322645290587,2.9181215709283723,1.0
-3.026052104208417,10.642123250484127,1.0
-2.985971943887776,15.715913738258113,1.0
-2.9458917835671343,29.760115778152404,1.0
-2.9058116232464934,39.513242757151936,1.0
-2.8657314629258517,56.494636292509924,1.0
-2.825651302605211,72.45646380962387,1.0
-2.785571142284569,90.3114420647532,1.0
-2.745490981963928,104.77555336448,1.0
-2.7054108216432873,122.33514264442104,1.0
-2.6653306613226455,135.5115615406085,1.0
-2.6252505010020046,150.34920612394757,1.0
-2.585170340681363,158.7597432925803,1.0
-2.545090180360722,171.4244191127748,1.0
-2.50501002004008,176.28552550162584,1.0
-2.4649298597194393,178.97037983521827,1.0
-2.4248496993987976,180.4935793802711,1.0
-2.3847695390781567,174.98958881311074,1.0
-2.344689378757515,172.08569771432025,1.0
-2.304609218436874,162.99170021378293,1.0
-2.264529058116233,151.62885147154853,1.0
-2.2244488977955914,137.28851981399578,1.0
-2.1843687374749505,124.04099566673587,1.0
-2.1442885771543088,110.51164253396078,1.0
-2.104208416833668,94.08237241386914,1.0
-2.064128256513026,79.68449800687124,1.0
-2.0240480961923852,65.37082471680752,1.0
-1.9839679358717444,53.61578984492961,1.0
-1.9438877755511026,41.58346774876635,1.0
-1.9038076152304608,32.09155297576791,1.0
-1.8637274549098208,21.532500569716742,1.0
-1.823647294589179,14.26665805245818,1.0
-1.7835671342685373,9.1166734083496,1.0
-1.7434869739478955,3.625703043526896,1.0
-1.7034068136272555,4.324810895610808,1.0
-1.6633266533066138,0.9246101294742939,1.0
-1.623246492985972,-0.07852803961580891,1.0
-1.5831663326653302,0.7564282831779188,1.0
-1.5430861723446903,2.2695769143050213,1.0
-1.5030060120240485,1.293151790184861,1.0
-1.4629258517034067,3.9003342386546356,1.0
-1.4228456913827667,5.770563283991999,1.0
-1.382765531062125,6.525207978488934,1.0
-1.3426853707414832,7.6565208119261445,1.0
-1.3026052104208414,5.593163961589303,1.0
-1.2625250501002014,6.035434299241689,1.0
-1.2224448897795597,7.0107112094099175,1.0
-1.182364729458918,4.079285907049973,1.0
-1.1422845691382761,5.929493571373483,1.0
-1.1022044088176361,3.787840825057581,1.0
-1.0621242484969944,2.022527341567498,1.0
-1.0220440881763526,4.178441116815211,1.0
-0.9819639278557126,-0.7305293782680276,1.0
-0.9418837675350709,0.74237458929938,1.0
-0.9018036072144291,1.056896374574265,1.0
-0.8617234468937873,1.55637080832563,1.0
-0.8216432865731473,1.291694848854189,1.0
-0.7815631262525056,0.3985347295974574,1.0
-0.7414829659318638,-0.256373299332995,1.0
-0.701402805611222,0.20671254068852385,1.0
-0.661322645290582,-0.15095403242929772,1.0
-0.6212424849699403,-0.426189664216447,1.0
-0.5811623246492985,1.2275441384702699,1.0
-0.5410821643286585,-0.8353384127802848,1.0
-0.5010020040080168,0.011514648734569227,1.0
-0.460921843687375,1.923991459966882,1.0
-0.4208416833667332,1.7429612882968284,1.0
-0.38076152304609323,4.795723171866381,1.0
-0.34068136272545146,4.54636629856619,1.0
-0.3006012024048097,6.71347057520654,1.0
-0.26052104208416793,10.207380710145657,1.0
-0.22044088176352794,17.05379754332438,1.0
-0.18036072144288617,24.03260721040171,1.0
-0.1402805611222444,30.039954308515547,1.0
-0.10020040080160442,39.65509966135262,1.0
-0.06012024048096265,50.839933964803635,1.0
-0.020040080160320883,59.83356703244535,1.0
0.020040080160320883,70.77174927475558,1.0
0.060120240480960874,82.57413247491053,1.0
0.10020040080160264,94.26731292351295,1.0
0.1402805611222444,108.7842253668438,1.0
0.18036072144288617,118.12197503547377,1.0
0.22044088176352616,128.10754194497878,1.0
0.26052104208416793,137.83987065241843,1.0
0.3006012024048097,144.31612130037536,1.0
0.3406813627254497,149.86355736585713,1.0
0.38076152304609145,151.67894687994587,1.0
0.4208416833667332,151.53893510483744,1.0
0.460921843687375,146.1782477131823,1.0
0.501002004008015,140.40749059835153,1.0
0.5410821643286567,134.36534013920146,1.0
0.5811623246492985,122.86595967078476,1.0
0.6212424849699403,109.25166123969139,1.0
0.6613226452905803,95.7871959761425,1.0
0.701402805611222,81.07845458117394,1.0
0.7414829659318638,69.20772650990328,1.0
0.7815631262525038,53.46892018267595,1.0
0.8216432865731456,40.56062492141462,1.0
0.8617234468937873,28.57726961959028,1.0
0.9018036072144291,17.119197677208046,1.0
0.9418837675350691,8.236255902410566,1.0
0.9819639278557108,2.1264190967028833,1.0
1.0220440881763526,1.2337136191665872,1.0
1.0621242484969944,0.7844324228645757,1.0
1.1022044088176344,2.8777291819133586,1.0
1.1422845691382761,7.801303068177803,1.0
1.182364729458918,14.157189888282193,1.0
1.222444889779558,23.117420230303594,1.0
1.2625250501001997,32.803018416777306,1.0
1.3026052104208414,43.70737133243476,1.0
1.3426853707414832,55.41358824409428,1.0
1.3827655310621232,68.70843787249721,1.0
1.422845691382765,78.06362100440364,1.0
1.4629258517034067,87.92247280013196,1.0
1.5030060120240485,96.82221093236596,1.0
1.5430861723446885,102.50316863279448,1.0
1.5831663326653302,109.05762241572432,1.0
1.623246492985972,109.53265198996787,1.0
1.663326653306612,111.85413080959992,1.0
1.7034068136272538,110.32786131702922,1.0
1.7434869739478955,105.61622789205666,1.0
1.7835671342685373,101.08570383248193,1.0
1.8236472945891773,95.16283939921662,1.0
1.863727454909819,87.27683688782662,1.0
1.9038076152304608,79.87879926613012,1.0
1.9438877755511026,70.57236933173711,1.0
1.9839679358717426,62.980553963177215,1.0
2.0240480961923843,52.91347316691488,1.0
2.064128256513026,44.27618052912894,1.0
2.104208416833666,35.18680486772627,1.0
2.144288577154308,29.54671068027582,1.0
2.1843687374749496,24.034703689295295,1.0
2.2244488977955914,19.279105805281407,1.0
2.2645290581162314,14.195949459649647,1.0
2.304609218436873,10.033895353910482,1.0
2.344689378757515,9.417550307544138,1.0
2.3847695390781567,7.755863673328481,1.0
2.4248496993987967,4.213866516251714,1.0
2.4649298597194385,4.08746753464951,1.0
2.50501002004008,1.1077347863350333,1.0
2.54509018036072,3.0112938358791324,1.0
2.585170340681362,2.8744977978628214,1.0
2.6252505010020037,2.8386226763325055,1.0
2.6653306613226455,3.984992154024825,1.0
2.7054108216432855,5.243167899290383,1.0
2.7454909819639273,5.577536624852963,1.0
2.785571142284569,5.613324508875632,1.0
2.825651302605209,5.57495893519239,1.0
