x y error
0.5859208811172378 8.486964103319439 1.32168148751835
0.6641524630269491 6.811867675080206 3.307352554098869
0.6662988484015897 7.446175070868994 2.4598528516778737
0.7171262850591409 -4.461307455515341 5.261307332834518
0.8285515554596379 7.15889717507032 2.597092065136776
1.0621652623586642 10.122959059543826 4.452339950812945
1.0721273060321301 1.9204914588929434 2.5702562585542816
1.406866841277693 5.526852455468356 5.01522904058345
1.4244829687392868 8.244525110853147 1.1133703874065044
1.5895731486920284 11.076570628105141 2.0284542450454603
1.8047250872468568 0.10617328425221118 4.177106552805758
2.0319637280455947 17.468806809543537 4.531301152049904
2.0727832299572357 4.821254029549717 2.541943572369366
2.329111817911491 9.695978462365394 1.7029018277225962
2.3667679706120848 7.4680440323786375 4.009399378342417
2.6232429431266824 20.285959634748643 3.233189422319823
2.623601550355612 17.96469395276489 2.1991176700990867
2.646354234772149 12.493228201767787 2.3072525609007495
3.394019423667464 7.254701460740437 5.132311019359658
3.5104925524344766 26.13202240290152 4.093561530248445
4.567410840523199 21.458375206206078 1.0677387705965042
4.602598140662353 22.44926669286725 1.4716046879648084
4.7714246504276625 18.398013350619685 1.0332266674831128
5.055274082123587 27.94963164310265 1.8726837762908528
5.129588022595625 16.664094982398115 2.803311093457973
5.3145508402791 22.905418840272347 1.4301165820416868
5.353929300879021 23.446904412315835 2.4125504953471
5.436735449223653 16.290145050769542 3.9441115905957957
5.483698917778704 34.28820799594406 4.7406287721613225
5.910903450777859 26.128579147235538 5.187524224170593
5.954774279919228 55.37475044243095 5.824789151283688
6.055013809536769 47.94068690073212 5.179072695597422
6.17578617929948 22.627134637954896 4.44749397702417
6.237057117039342 27.11753085872862 2.053275785815212
6.4693500646986655 29.725017789873622 1.1538272288280473
6.779555482085757 21.942372692167293 3.903026210813443
7.028910623765771 38.88700358772799 2.3305224535866076
7.102534684712332 17.332441533814897 4.955285977158244
7.187329457415746 36.52991604538673 3.44544588767899
7.514984405811353 24.33378667539887 4.433714900932313
7.8653461426416795 42.25646670492912 3.137418052516405
8.167216084882174 43.83507091952513 1.3963035535199206
8.544225458926606 45.27624151878357 5.0025364740196325
9.053083673472717 54.83239742449949 5.5594602282662615
9.118727482880745 72.0437959176934 5.76417927818167
9.508648660726735 51.112976829753904 1.938586370778085
9.525434777307835 63.089449286452 4.515639863104036
9.733024329107279 59.53710500333536 4.2551206509742325
9.84575599078041 53.21091734741761 2.4868798148360134
9.945062052393304 59.31899407832193 5.0678979317936195
