x y error
0.5859208811172378 13.648840419356967 10.32168148751835
0.6641524630269491 7.321433237905272 12.30735255409887
0.6662988484015897 8.691449835441968 11.459852851677873
0.7171262850591409 -7.759707810062682 14.261307332834518
0.8285515554596379 8.019604202283139 11.597092065136776
1.0621652623586642 13.098026796159242 13.452339950812945
1.0721273060321301 -3.6614341277807263 11.57025625855428
1.406866841277693 7.464632698548301 14.01522904058345
1.4244829687392868 10.007290853470874 10.113370387406505
1.5895731486920284 18.55525289108428 11.02845424504546
1.8047250872468568 -0.1916298684129103 13.177106552805757
2.0319637280455947 27.61329296586468 13.531301152049904
2.0727832299572357 4.59211181441602 11.541943572369366
2.329111817911491 15.157979444752566 10.702901827722597
2.3667679706120848 14.034872219552526 13.009399378342417
2.6232429431266824 38.54057734395387 12.233189422319823
2.623601550355612 37.94742554052121 11.199117670099087
2.646354234772149 24.063379455236394 11.30725256090075
3.394019423667464 22.759751518498085 14.132311019359658
3.5104925524344766 52.225507569372795 13.093561530248445
4.567410840523199 59.2055383550765 10.067738770596504
4.602598140662353 61.43966384313868 10.471604687964808
4.7714246504276625 43.599977465414 10.033226667483113
5.055274082123587 78.64957709032825 10.872683776290852
5.129588022595625 51.54774529091725 11.803311093457973
5.3145508402791 64.65258320934662 10.430116582041688
5.353929300879021 67.97358575803115 11.4125504953471
5.436735449223653 58.07045369868454 12.944111590595796
5.483698917778704 86.50376325824786 13.740628772161323
5.910903450777859 81.46799694538338 14.187524224170593
5.954774279919228 119.59141340421888 14.824789151283689
6.055013809536769 113.75952958684815 14.179072695597423
6.17578617929948 80.24431278152299 13.44749397702417
6.237057117039342 85.04362574401212 11.053275785815211
6.4693500646986655 91.84005742543829 10.153827228828048
6.779555482085757 88.13254745844098 12.903026210813444
7.028910623765771 123.64119332784561 11.330522453586608
7.102534684712332 90.66751426971902 13.955285977158244
7.187329457415746 119.60406575186974 12.44544588767899
7.514984405811353 107.47123960437843 13.433714900932312
7.8653461426416795 142.43989448201518 12.137418052516406
8.167216084882174 152.02083703505593 10.396303553519921
8.544225458926606 161.66966789207473 14.002536474019632
9.053083673472717 187.29009919632816 14.55946022826626
9.118727482880745 210.96012025220134 14.76417927818167
9.508648660726735 189.55812132953506 10.938586370778085
9.525434777307835 212.44097439786165 13.515639863104036
9.733024329107279 212.77581632167127 13.255120650974233
9.84575599078041 202.59836279095998 11.486879814836014
9.945062052393304 217.88730023994438 14.06789793179362
