x y error
0.12729204677920825 32.14274160581497 13.735818932658008
0.5550161924796848 20.14113269931139 10.244920869680278
1.1186519505858006 21.951164212039807 11.61672023907167
1.3076752542224468 29.603861294291463 11.680615872746191
1.3809164450196654 19.557805050247353 12.768343101486305
1.3972570160805309 10.999243620209821 12.960012846579977
1.413954046341741 -11.605628281379929 11.094627394707198
1.6236386143712356 36.322282695444635 11.869499621144376
1.662236835926184 15.889556006873017 12.051116247933724
1.6872613757892685 20.98985158817731 13.166763437006825
1.7789397030326515 39.685329284117074 12.93193987454723
2.0688840290968824 41.210291252348696 13.006919973195323
2.124665420559423 48.61401044338433 14.377681066476562
2.2945069682282258 42.469125786342005 11.283896024758562
2.3583115166101765 29.496249820820772 10.345532157920223
2.558162549596028 20.782045847354617 13.47807035637342
2.6027861435212896 31.44865614708557 13.988219706412552
2.8646892119891487 47.34759883096335 10.595756165702838
3.040674616170911 62.03870745130569 14.824850338164786
3.350058236574822 65.36746174295676 11.002659673414371
3.84436484533155 73.8686446911166 12.041322518392292
3.9113595495423725 103.99806004690386 11.233901876026662
4.168221056929687 74.24862613330833 13.534126506740499
4.286273406071098 99.56920590580516 10.658265717860521
4.531915181325813 93.1882393470634 13.26397912938294
4.6126022253491294 93.84328835728432 10.196129411004183
4.673489925729059 111.69438119789028 11.487681104481863
4.929775734093874 120.51202467400279 11.577435427046618
4.944084070664935 103.9296048877608 13.899934757006234
4.9824076169325116 113.88804419043022 14.057417479530594
5.113462043748701 108.58835196319343 10.822635024726672
5.255796124098976 132.94844725957165 14.88131073916542
5.735971991270211 147.16653344947238 14.758154172666256
5.947145496251308 143.75552199711368 13.806985831513483
6.133535814681885 147.6884217161624 11.626528908521982
6.381693406430697 157.10037741465752 11.627487931744877
6.567250070326162 164.78303959992706 12.592663382216823
6.890040978299467 177.7742183148264 12.984101474507497
7.123494379920507 187.54448129826673 12.190477468609032
7.354335162449455 189.74430886311234 14.746215406868991
7.966108877152157 222.3384937929381 13.506915809976437
8.041596934404044 234.1016226701862 11.759678730777294
8.12542984405072 201.66412258162515 14.73782838970741
8.180178123382207 237.15921340490831 11.170219539600389
8.266399226413064 242.3264047192325 13.98074581452846
8.873909262047928 266.1519008318777 14.563978585694647
8.912555421394229 272.5684881992492 10.909037858517282
9.071581551592486 256.5069633746739 13.5798684969533
9.482704473766768 299.04967718557293 10.260991205681568
9.834834162349402 316.54193970818915 10.50843692765677
