x,y,errors
-10.0,-100.65590742622346,1.0
-9.959919839679358,-99.20773725228351,1.0
-9.919839679358718,-98.36615957664488,1.0
-9.879759519038076,-98.69133136280828,1.0
-9.839679358717435,-95.40340156693694,1.0
-9.799599198396793,-92.92919257179206,1.0
-9.759519038076153,-94.35993714590921,1.0
-9.719438877755511,-90.26046290063071,1.0
-9.67935871743487,-87.97136975200623,1.0
-9.639278557114228,-88.71330222638281,1.0
-9.599198396793588,-89.30007412405291,1.0
-9.559118236472946,-87.30580927231104,1.0
-9.519038076152304,-86.9268361311907,1.0
-9.478957915831664,-85.93753813000501,1.0
-9.438877755511022,-85.2243677172239,1.0
-9.39879759519038,-84.60475607359682,1.0
-9.358717434869739,-86.35028094182545,1.0
-9.318637274549099,-83.65493181122855,1.0
-9.278557114228457,-82.40498746962804,1.0
-9.238476953907815,-82.92975585943378,1.0
-9.198396793587175,-84.36224671243534,1.0
-9.158316633266534,-82.35000313963039,1.0
-9.118236472945892,-80.59732644052471,1.0
-9.07815631262525,-82.42126341191278,1.0
-9.03807615230461,-80.59074095520256,1.0
-8.997995991983968,-81.5766868599015,1.0
-8.957915831663327,-80.72938468945007,1.0
-8.917835671342685,-80.07414866250912,1.0
-8.877755511022045,-79.34935658137957,1.0
-8.837675350701403,-77.88201049004995,1.0
-8.797595190380761,-79.54308885388095,1.0
-8.75751503006012,-76.32813547935055,1.0
-8.71743486973948,-78.36322220212715,1.0
-8.677354709418838,-80.11739493239662,1.0
-8.637274549098196,-78.95623585207628,1.0
-8.597194388777556,-78.86071226110346,1.0
-8.557114228456914,-78.07883816966743,1.0
-8.517034068136272,-77.87082691108107,1.0
-8.47695390781563,-75.74806655248484,1.0
-8.43687374749499,-76.66650650584005,1.0
-8.396793587174349,-77.33639407246471,1.0
-8.356713426853707,-74.43362172709456,1.0
-8.316633266533067,-75.23769030604075,1.0
-8.276553106212425,-75.65967206819636,1.0
-8.236472945891784,-75.25307058703893,1.0
-8.196392785571142,-72.54588808188636,1.0
-8.156312625250502,-71.11969498608985,1.0
-8.11623246492986,-71.0018785265562,1.0
-8.076152304609218,-71.28856064867864,1.0
-8.036072144288577,-70.00506570000603,1.0
-7.9959919839679365,-69.75630987132214,1.0
-7.955911823647295,-69.50647640254788,1.0
-7.915831663326653,-70.61863926814988,1.0
-7.875751503006012,-68.43308102141474,1.0
