x,y,errors
-10.0,-303.8629662608794,1.0
-9.959919839679358,-302.1148876306427,1.0
-9.919839679358718,-302.69302658975136,1.0
-9.879759519038076,-301.06057661481793,1.0
-9.839679358717435,-299.65611642623725,1.0
-9.799599198396793,-299.98731440009817,1.0
-9.759519038076153,-296.0804330894053,1.0
-9.719438877755511,-297.37977152245503,1.0
-9.67935871743487,-294.5308210696867,1.0
-9.639278557114228,-295.1142135919711,1.0
-9.599198396793588,-294.6927672493175,1.0
-9.559118236472946,-292.24698157988183,1.0
-9.519038076152304,-291.52380987452085,1.0
-9.478957915831664,-288.87052323305323,1.0
-9.438877755511022,-286.86797791733585,1.0
-9.39879759519038,-287.23593747284104,1.0
-9.358717434869739,-285.35467358220814,1.0
-9.318637274549099,-283.625158104932,1.0
-9.278557114228457,-281.88064766724665,1.0
-9.238476953907815,-280.859867207578,1.0
-9.198396793587175,-279.9430787535166,1.0
-9.158316633266534,-279.6851527284879,1.0
-9.118236472945892,-278.17010970524865,1.0
-9.07815631262525,-276.5565583108864,1.0
-9.03807615230461,-273.9427655750678,1.0
-8.997995991983968,-273.4162608824843,1.0
-8.957915831663327,-273.96875234173405,1.0
-8.917835671342685,-269.8948541612746,1.0
-8.877755511022045,-271.8903716472507,1.0
-8.837675350701403,-269.189373841196,1.0
-8.797595190380761,-268.59000264729826,1.0
-8.75751503006012,-266.3401324063742,1.0
-8.71743486973948,-265.7931633012019,1.0
-8.677354709418838,-263.23766264138385,1.0
-8.637274549098196,-263.2634881292743,1.0
-8.597194388777556,-261.18825433970227,1.0
-8.557114228456914,-261.0494351460637,1.0
-8.517034068136272,-260.45272411765467,1.0
-8.47695390781563,-260.2200917322738,1.0
-8.43687374749499,-258.71205361241556,1.0
-8.396793587174349,-256.5080508749863,1.0
-8.356713426853707,-254.27729982294625,1.0
-8.316633266533067,-252.88450946441765,1.0
-8.276553106212425,-252.7800663309279,1.0
-8.236472945891784,-251.9940962272785,1.0
-8.196392785571142,-249.26736432928988,1.0
-8.156312625250502,-248.8186577421679,1.0
-8.11623246492986,-247.20006188491888,1.0
-8.076152304609218,-244.6543545141221,1.0
-8.036072144288577,-243.78193129712537,1.0
-7.9959919839679365,-242.70816021384687,1.0
-7.955911823647295,-241.93641592380217,1.0
-7.915831663326653,-240.7016208708392,1.0
-7.875751503006012,-239.44517054549104,1.0
-7.835671342685371,-239.94186969720514,1.0
-7.7955911823647295,-238.57515018682014,1.0
-7.755511022044088,-236.1688218815755,1.0
-7.715430861723447,-235.93720720247063,1.0
-7.675350701402806,-234.01070960623005,1.0
-7.635270541082164,-232.64323582330275,1.0
-7.595190380761523,-231.39952021349794,1.0
-7.555110220440882,-231.70870572792904,1.0
-7.515030060120241,-227.685173252999,1.0
-7.474949899799599,-228.97929243726023,1.0
-7.434869739478958,-225.56701666792978,1.0
-7.394789579158317,-224.72290907387293,1.0
-7.354709418837675,-224.00766252889585,1.0
-7.314629258517034,-222.19948490546057,1.0
-7.274549098196393,-221.69407191548265,1.0
-7.234468937875752,-221.675859289399,1.0
-7.19438877755511,-219.91989698092428,1.0
-7.154308617234469,-218.46313352166896,1.0
-7.114228456913828,-217.89073955808638,1.0
-7.074148296593187,-215.82603721423988,1.0
-7.034068136272545,-212.34953191074084,1.0
-6.993987975951904,-213.15536619489095,1.0
-6.953907815631263,-211.78233726329123,1.0
-6.913827655310621,-212.10259131621987,1.0
-6.8737474949899795,-209.0780084301889,1.0
-6.833667334669339,-209.2032524530754,1.0
-6.793587174348698,-207.92935648105032,1.0
-6.753507014028056,-205.2958121621504,1.0
-6.713426853707415,-207.0166323850872,1.0
-6.673346693386774,-205.87714776278625,1.0
-6.6332665330661325,-203.38846319232363,1.0
-6.593186372745491,-201.07170996457788,1.0
-6.55310621242485,-199.13406815142315,1.0
-6.513026052104209,-200.02059256229316,1.0
-6.472945891783567,-196.78421324861432,1.0
-6.432865731462925,-196.00685370952917,1.0
-6.3927855711422845,-195.99715234016662,1.0
-6.352705410821644,-194.6479343093631,1.0
-6.312625250501002,-192.207614503286,1.0
-6.272545090180361,-191.22600327939693,1.0
-6.23246492985972,-189.60969600017512,1.0
-6.192384769539078,-188.40691840925396,1.0
-6.152304609218437,-186.90815890109408,1.0
-6.112224448897796,-185.52660775825902,1.0
-6.072144288577155,-184.46474202499238,1.0
-6.032064128256513,-184.11877056814149,1.0
-5.991983967935872,-182.59491075500551,1.0
-5.95190380761523,-181.54264683793326,1.0
-5.9118236472945895,-180.98288729857103,1.0
-5.871743486973948,-180.51621242090334,1.0
-5.831663326653307,-178.25670721631639,1.0
-5.791583166332665,-178.09017253254888,1.0
-5.751503006012024,-175.16292909426983,1.0
-5.711422845691383,-174.0992939814534,1.0
-5.671342685370742,-174.85267755946677,1.0
-5.631262525050101,-173.06166146884297,1.0
-5.591182364729459,-169.96797646038067,1.0
-5.551102204408818,-170.09164912902895,1.0
-5.511022044088176,-166.94295845951433,1.0
-5.470941883767535,-167.28965487328264,1.0
-5.430861723446894,-165.27968160807174,1.0
-5.390781563126253,-162.5279381991422,1.0
-5.350701402805611,-163.6942472778322,1.0
-5.31062124248497,-160.13302353091757,1.0
-5.270541082164329,-160.00633899850976,1.0
-5.2304609218436875,-160.07413736772568,1.0
-5.190380761523047,-159.77399811462635,1.0
-5.150300601202405,-156.57735056542387,1.0
-5.110220440881764,-155.33258484029665,1.0
-5.070140280561122,-152.78041551868944,1.0
-5.030060120240481,-151.40132225362365,1.0
-4.98997995991984,-152.82670432316266,1.0
-4.949899799599199,-150.52708325203096,1.0
-4.909819639278557,-148.19141191480892,1.0
-4.869739478957916,-148.2643267046568,1.0
-4.829659318637275,-146.52556658486304,1.0
-4.789579158316633,-144.95900705172363,1.0
-4.7494989979959925,-146.16159932092611,1.0
